title,release_date,genre,critic_score,critic_score_phrase,developer,publisher,required_age,average_playtime,median_playtime,owners,price,main_story,main_extra,completionist,all_styles
Command & Conquer: Red Alert 3 (Premier Edition),2008-11-05,Strategy,8.2,Great,EA Los Angeles,Electronic Arts,0,575,395,750000,9.99,9.95,17.83,32.95,11.71
Command & Conquer: Red Alert 3 -- Uprising,2009-03-20,Strategy,8.0,Great,EA Los Angeles,Electronic Arts,0,136,205,1500000,9.99,9.95,17.83,32.95,11.71
Command & Conquer 3: Kane's Wrath,2008-03-25,Strategy,7.9,Good,EA Los Angeles,Electronic Arts,0,0,0,350000,9.99,7.91,11.94,19.95,9.5
Command & Conquer 3 Tiberium Wars,2007-03-26,Strategy,8.5,Great,EA Los Angeles,Electronic Arts,0,646,693,750000,9.99,22.99,26.4,35.42,24.6
Command & Conquer 4: Tiberian Twilight,2010-03-18,Strategy,7.4,Good,EA Los Angeles,Electronic Arts,0,160,267,350000,9.99,8.32,10.08,12.21,9.06
Commandos 3: Destination Berlin,2003-10-15,Strategy,8.9,Great,Pyro Studios,Kalypso Media Digital,0,14,20,750000,3.99,13.27,15.52,17.6,13.96
Company of Heroes,2006-09-11,Strategy,9.4,Amazing,Relic Entertainment,SEGA,0,1475,465,750000,0.0,19.33,27.48,77.55,23.39
Company of Heroes: Opposing Fronts,2007-09-28,Strategy,8.8,Great,Relic Entertainment,SEGA,0,79,106,3500000,9.99,13.47,16.08,39.49,16.37
Company of Heroes: Tales of Valor,2009-04-14,Strategy,7.0,Good,Relic Entertainment,SEGA,0,226,133,3500000,9.99,4.49,5.77,24.23,8.08
Company of Heroes 2,2013-06-26,Strategy,8.4,Great,Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),18,1846,277,3500000,14.99,15.63,25.03,64.01,20.03
Condemned: Criminal Origins,2006-04-11,Action,8.5,Great,Monolith,SEGA,18,312,312,350000,9.99,6.85,8.22,12.31,7.31
Conflict: Vietnam,2004-10-27,Action,6.7,Okay,Pivotal Games,Square Enix,0,0,0,75000,3.99,10.25,10.98,0.0,10.27
Consortium,2014-01-25,Simulation,7.2,Good,Interdimensional Games Inc,Interdimensional Games Inc,0,151,142,350000,6.99,4.47,6.76,12.06,5.4
Continue?9876543210,2014-01-15,Adventure,7.9,Good,Jason Oda,Jason Oda,0,0,0,35000,6.99,1.95,2.54,0.0,2.33
Contrast,2013-11-13,"Puzzle,Action",7.5,Good,Compulsion Games,Focus Home Interactive,0,91,91,350000,8.49,3.27,3.72,4.14,3.77
Cortex Command,2012-10-09,"Action,Simulation",5.0,Mediocre,Data Realms,"Data Realms, LLC",0,199,229,1500000,14.99,1.67,4.11,12.91,6.5
Cossacks II: Napoleonic Wars,2005-04-26,Strategy,7.7,Good,GSC Game World,GSC World Publishing,0,17,17,75000,3.99,33.84,53.0,85.0,48.88
Costume Quest,2011-11-01,RPG,8.0,Great,Double Fine Productions,Double Fine Productions,0,219,227,350000,6.99,5.55,6.63,7.41,6.75
Costume Quest 2,2014-10-07,RPG,7.6,Good,Double Fine Productions,Midnight City ;Majesco Entertainment,0,0,0,150000,10.99,6.63,7.9,9.56,8.23
Counter-Strike: Global Offensive,2012-08-27,Shooter,8.0,Great,Valve;Hidden Path Entertainment,Valve,0,22494,6502,75000000,0.0,121.25,365.22,770.33,414.3
Counter-Strike: Condition Zero,2004-03-23,Shooter,7.0,Good,Valve,Valve,0,427,43,15000000,7.19,3.69,12.68,112.94,16.99
Craft the World,2015-01-10,Strategy,6.2,Okay,Dekovir Entertainment,Black Maple Games,0,1891,3010,350000,13.99,33.45,84.09,192.43,63.74
Crayon Physics Deluxe,2009-01-15,Puzzle,8.8,Great,Kloonigames,Kloonigames,0,20,26,750000,15.99,3.95,5.64,7.84,4.41
Crazy Machines 2,2008-06-26,Puzzle,6.8,Okay,Fakt Software,Viva Media,0,66,66,150000,7.19,22.0,50.0,0.0,26.67
Critical Mass,2011-06-15,"Puzzle,Action",8.0,Great,Manic Game Studios,Manic Game Studios,0,0,0,150000,1.59,0.93,4.48,0.0,1.22
Crusader Kings,2004-09-24,Strategy,7.6,Good,Paradox Development Studio,Paradox Interactive,0,1366,272,3500000,29.99,9.38,69.49,0.0,19.82
Crusader Kings II,2012-03-05,Strategy,8.0,Great,Paradox Development Studio,Paradox Interactive,0,1366,272,3500000,29.99,67.08,246.22,440.97,165.01
Crypt of the Necrodancer,2015-04-21,"Music,Adventure",8.8,Great,Brace Yourself Games,Brace Yourself Games;Klei Entertainment,0,326,290,1500000,10.99,13.89,26.32,393.35,23.0
Crysis,2007-11-12,Shooter,9.4,Amazing,Crytek,Electronic Arts,0,313,105,1500000,9.99,9.34,11.52,12.01,10.23
Crysis 2,2011-03-22,Shooter,9.0,Amazing,Crytek Studios,Electronic Arts,0,176,208,3500000,19.99,9.04,12.0,14.5,10.08
Crysis 3,2013-02-19,Shooter,8.5,Great,Crytek,Electronic Arts,0,313,105,1500000,9.99,6.64,8.3,12.85,7.38
Crysis Warhead,2008-09-12,Shooter,9.4,Amazing,Crytek,Electronic Arts,0,18,29,750000,7.99,5.07,6.06,6.75,5.45
CSI: Crime Scene Investigation,2003-04-11,Adventure,8.2,Great,VRLab Academy,VRLab Academy,0,0,0,10000,3.99,3.5,4.64,5.35,4.73
Cthulhu Saves the World,2011-07-22,RPG,8.0,Great,Zeboyd Games,Zeboyd Games,0,351,388,750000,0.0,7.68,10.39,13.69,9.49
CTU: Marine Sharpshooter,2003-04-07,Shooter,4.1,Bad,Odin Game Studio,Excalibur Publishing,0,0,0,10000,3.99,2.99,0.0,6.0,4.5
Culpa Innata,2007-11-20,Adventure,4.0,Bad,Momentum Digital Media Technologies,Strategy First,0,0,0,35000,6.99,22.3,25.35,26.0,23.95
Curse: The Eye of Isis,2003-12-10,Adventure,7.8,Good,Asylum entertainment,Microids,0,7,7,35000,1.99,6.67,8.88,11.43,7.49
Daemonica,2006-04-13,"Action,Adventure",7.0,Good,Fearem,Gamifier,0,0,0,10000,10.99,7.0,7.5,0.0,7.33
Damnation,2009-06-15,Shooter,2.5,Painful,Blue Omega Entertainment,Codemasters,0,0,0,75000,6.99,8.13,9.03,10.03,8.5
Dangerous Golf,2016-06-03,"Sports,Action",6.0,Okay,Three Fields Entertainment,Team17 Digital Ltd,0,1,1,150000,14.99,7.76,0.0,32.12,9.07
Dark,2013-07-11,Action,4.0,Bad,Realmforge Studios,Kalypso Media Digital,0,75,75,150000,6.99,7.11,11.41,12.93,10.12
Dark Fall: The Journal,2003-08-20,Adventure,7.8,Good,Darkling Room,THQ Nordic,0,0,0,75000,4.49,4.97,7.87,8.82,6.34
Dark Messiah of Might and Magic,2006-10-27,"Action,RPG",7.0,Good,Arkane Studios,Ubisoft,0,634,700,1500000,4.29,10.27,12.92,17.17,11.95
Dark Sector,2009-03-25,Shooter,7.7,Good,Digital Extremes,ND Games,0,0,0,75000,6.99,8.01,9.52,11.74,8.82
Dark Souls (Prepare to Die Edition),2012-08-31,"Action,RPG",9.0,Amazing,QLOC,"FromSoftware, Inc;BANDAI NAMCO Entertainment",0,1160,1417,350000,34.99,41.67,60.15,105.19,57.33
Dark Souls II,2014-03-11,"Action,RPG",9.0,Amazing,"FromSoftware, Inc","BANDAI NAMCO Entertainment;FromSoftware, Inc",16,2377,3041,1500000,29.99,43.03,62.39,120.3,61.78
Dark Souls III,2016-04-04,"Action,RPG",9.5,Amazing,"FromSoftware, Inc.","FromSoftware, Inc.;BANDAI NAMCO Entertainment",0,4222,1776,3500000,39.99,31.37,48.14,100.58,49.78
Dark Void,2010-01-20,Action,5.0,Mediocre,Airtight Games,Capcom,0,143,143,75000,6.49,7.06,9.49,17.29,7.84
Darkest Dungeon,2016-01-27,RPG,9.1,Amazing,Red Hook Studios,Red Hook Studios,0,1121,619,3500000,18.99,56.84,84.65,128.14,80.36
Darkest of Days,2009-09-09,Shooter,4.0,Bad,8monkey Labs,Phantom EFX,0,0,0,10000,14.99,6.54,7.28,8.33,6.8
Darkness Within: In Pursuit of Loath Nolder,2007-12-07,Adventure,5.1,Mediocre,Zoetrope Interactive,Iceberg Interactive,0,0,0,75000,5.59,7.61,9.18,11.36,8.99
Darksiders II,2012-08-17,Action,7.5,Good,Gunfire Games,THQ Nordic,0,1716,1851,150000,44.99,21.54,29.08,44.97,26.83
DarkStar One,2006-08-23,"Action,Adventure",8.0,Great,Ascaron Entertainment ltd.,Strategy First,0,0,0,150000,6.99,21.93,24.35,27.11,26.02
Darwinia,2005-03-25,Strategy,8.8,Great,Introversion Software,Introversion Software,0,182,273,750000,7.19,10.12,14.76,21.61,12.2
Day of Defeat,2003-05-23,Shooter,8.0,Great,Valve,Valve,0,187,34,7500000,3.99,4.55,24.66,103.61,12.08
Day of Defeat: Source,2005-09-27,Shooter,8.4,Great,Valve,Valve,0,1356,134,7500000,7.19,2.72,8.31,10.0,4.69
Day of the Tentacle: Remastered,2016-03-21,Adventure,8.8,Great,Double Fine Productions,Double Fine Productions,0,189,237,350000,10.99,5.21,5.82,6.41,5.72
Daylight,2014-04-29,Adventure,5.8,Mediocre,Zombie Studios,Zombie Studios,16,184,184,75000,6.99,2.08,3.83,6.79,2.4
DC Universe Online,2011-01-28,RPG,7.0,Good,Daybreak Game Company,Daybreak Game Company,0,2990,3851,3500000,0.0,74.77,115.42,222.69,110.2
Dead Island,2011-09-07,Action,8.0,Great,Techland,Deep Silver,18,184,184,350000,11.99,18.35,27.87,48.59,25.85
Dead Rising 2,2010-09-30,"Action,Adventure",8.0,Great,Capcom Vancouver,Capcom,18,1108,993,750000,14.99,14.36,17.68,50.9,17.61
Dead Rising 2: Off the Record,2011-10-11,"Action,Adventure",7.0,Good,Capcom Vancouver,Capcom,18,435,621,350000,14.99,13.01,19.82,39.62,18.47
Dead Rising 3,2014-09-04,Action,8.3,Great,Capcom Vancouver,Capcom,18,1108,993,750000,14.99,13.97,21.95,44.54,19.26
Dead Space,2008-10-23,"Action,Adventure",8.7,Great,EA Redwood Shores,Electronic Arts,0,295,178,3500000,14.99,12.08,16.02,29.86,15.36
Dead Space 2,2011-01-21,"Action,Adventure",9.0,Amazing,Visceral Games,Electronic Arts,0,292,272,1500000,14.99,9.09,11.55,16.33,10.14
Dead Space 3,2013-02-07,"Action,Adventure",7.8,Good,Visceral Games,Electronic Arts,0,292,272,1500000,14.99,12.75,16.36,24.37,14.97
Dead State,2014-12-18,RPG,6.8,Okay,DoubleBear Productions,DoubleBear Productions,0,1264,1264,75000,14.99,39.98,92.49,132.57,94.9
Deadfall Adventures,2013-11-27,Shooter,4.0,Bad,The Farm 51,THQ Nordic,0,0,0,150000,17.99,8.02,12.19,13.26,9.53
Dear Esther,2012-02-13,Adventure,8.0,Great,The Chinese Room;Robert Briscoe,The Chinese Room,0,61,120,350000,7.99,1.29,1.61,2.49,1.55
Death to Spies,2007-11-26,Action,8.0,Great,Haggard Games,1C Entertainment,0,64,84,150000,3.99,12.61,14.85,17.18,13.49
Death Track: Resurrection,2009-04-08,Racing,6.7,Okay,Sky Fallen,1C Entertainment,0,0,0,35000,1.99,3.0,3.5,0.0,3.41
DeathSpank: Thongs of Virtue,2010-11-30,"Action,RPG",8.5,Great,Hothead Games,Electronic Arts,0,0,0,75000,7.99,9.85,12.43,15.52,13.68
DeathSpank,2010-10-27,"Action,RPG",8.5,Great,Hothead Games,Electronic Arts,0,1008,1008,150000,7.99,8.88,11.08,11.84,11.18
DEFCON,2006-10-20,Strategy,8.5,Great,Introversion Software,Introversion Software,0,80,119,750000,7.19,1.18,3.62,6.42,1.9
Defenders of Ardania,2012-03-19,Strategy,4.5,Bad,Most Wanted Entertainment,Paradox Interactive,0,28,55,35000,8.99,5.78,0.0,9.94,8.96
Defense Grid: The Awakening,2008-12-22,"Strategy,RPG",8.0,Great,Hidden Path Entertainment,Hidden Path Entertainment,0,455,686,750000,6.99,11.33,28.85,103.72,21.83
Defiance,2013-04-17,Action,5.9,Mediocre,Trion Worlds,Trion Worlds,18,953,324,3500000,0.0,33.2,42.01,4500.0,197.93
Defy Gravity Extended,2011-08-23,Action,8.0,Great,Paul Fisch,Fish Factory Games,0,158,186,1500000,0.79,1.94,2.69,3.67,2.76
Delta Force: Xtreme 2,2009-06-12,Shooter,4.8,Bad,NovaLogic,NovaLogic;THQ Nordic,0,0,0,35000,3.99,3.35,3.49,4.96,3.73
Demigod,2009-04-17,"Strategy,RPG",7.5,Good,Gas Powered Games,Stardock Entertainment,0,149,270,150000,7.19,3.55,8.12,36.0,5.91
Demigod (Collector's Edition),2009-04-23,"Strategy,RPG",7.5,Good,Gas Powered Games,Stardock Entertainment,0,149,270,150000,7.19,3.55,8.12,36.0,5.91
Depth,2014-11-12,Action,7.7,Good,Digital Confectioners,Digital Confectioners,0,791,486,1500000,14.99,4.5,64.0,84.0,37.12
Desperados 2: Cooper's Revenge,2006-06-08,Strategy,7.1,Good,Spellbound,THQ Nordic,0,0,0,75000,6.99,24.25,26.03,0.0,24.52
Deus Ex: Invisible War,2003-12-01,"Action,Adventure",9.0,Amazing,Ion Storm,Square Enix,16,24,31,750000,4.99,9.15,13.55,18.53,12.65
Deus Ex: Human Revolution,2011-08-23,Shooter,9.0,Amazing,Ion Storm,Square Enix,16,324,245,1500000,4.99,21.44,30.15,44.52,29.2
Deus Ex: Human Revolution -- The Missing Link,2011-10-18,Shooter,8.0,Great,Ion Storm,Square Enix,16,324,245,1500000,4.99,4.61,5.88,7.27,5.82
Deus Ex: The Fall,2014-03-24,Shooter,3.0,Awful,Square Enix,Square Enix,18,81,81,750000,7.99,4.24,5.49,8.06,5.61
Deus Ex: Mankind Divided,2016-08-19,"Action,RPG",9.2,Amazing,Eidos Montreal;Feral Interactive (Linux);Feral Interactive (Mac),Square Enix;Feral Interactive (Linux);Feral Interactive (Mac),18,798,977,1500000,19.99,16.04,30.87,52.9,30.02
Devil Daggers,2016-02-27,Shooter,8.5,Great,Sorath,Sorath,0,216,399,350000,3.99,4.77,37.04,87.18,23.75
Devil May Cry 4,2008-07-23,Action,8.0,Great,Capcom,Capcom,0,789,946,350000,15.99,11.48,15.05,64.56,12.93
Dino D-Day,2011-04-20,Shooter,5.5,Mediocre,800 North and Digital Ranch,800 North and Digital Ranch,0,172,150,1500000,6.99,5.95,0.0,14.2,9.14
Dirt Rally,2015-12-22,Racing,8.9,Great,Codemasters Racing Studio;Feral Interactive (Linux);Feral Interactive (Mac),Codemasters;Feral Interactive (Linux);Feral Interactive (Mac),0,488,251,1500000,24.99,28.71,65.58,153.31,54.53
Disciples II: Rise of the Elves,2003-12-05,Strategy,7.9,Good,Strategy First,Strategy First,0,0,0,150000,4.99,78.34,87.61,109.21,89.51
Disciples III: Renaissance,2010-08-31,Strategy,6.0,Okay,Akella,Kalypso Media Digital,0,889,889,75000,9.99,25.0,71.92,165.36,82.99
Dishonored,2012-10-07,Action,9.2,Amazing,Arkane Studios,Bethesda Softworks,0,749,565,3500000,7.99,12.15,18.46,37.5,16.46
Divekick,2013-09-05,Fighting,7.0,Good,Iron Galaxy,Iron Galaxy,0,238,272,350000,3.99,0.66,5.98,46.73,1.51
Divinity: Original Sin,2014-07-15,RPG,9.0,Amazing,Larian Studios,Larian Studios,0,430,686,350000,29.99,66.29,85.3,108.6,86.31
Divinity II: Ego Draconis,2010-01-15,RPG,7.0,Good,Larian Studios,Larian Studios;Focus Home Interactive,0,2511,70,750000,14.99,27.52,30.37,40.95,31.61
DmC: Devil May Cry,2013-01-14,Action,8.9,Great,Ninja Theory,Capcom,16,533,558,1500000,23.99,9.18,12.26,40.48,10.86
Don Bradman Cricket,2014-07-03,"Sports,Simulation",8.0,Great,Big Ant Studios,Big Ant Studios,0,0,0,35000,15.49,30.0,45.0,50.0,43.33
Doom,2016-05-16,Shooter,7.1,Good,id Software,Bethesda Softworks,18,751,560,3500000,14.99,11.61,16.42,27.1,14.55
Doom 3: BFG Edition,2012-10-25,RPG,7.6,Good,id Software,Bethesda Softworks,18,644,985,750000,14.99,9.53,15.98,37.78,13.84
Doom 3,2004-08-05,Shooter,8.9,Great,id Software,id Software,0,362,394,350000,0.0,10.93,13.06,16.63,11.98
Doom 3: Resurrection of Evil,2005-04-04,Shooter,8.4,Great,id Software,id Software,0,362,394,350000,0.0,4.06,5.04,5.78,4.4
Dota 2,2013-07-24,RPG,9.4,Amazing,Valve,Valve,0,23944,801,150000000,0.0,772.09,1132.55,2393.14,1270.77
Dracula: Origin,2008-06-02,Adventure,8.0,Great,Waterlily Games,Frogwares,0,0,0,35000,6.99,6.09,7.11,9.09,6.91
Dracula 3: The Path of the Dragon,2008-08-25,Adventure,7.2,Good,Microids,Microids,0,0,0,35000,5.59,8.13,8.85,18.2,9.91
Dragon Age: Origins,2009-11-03,RPG,9.0,Amazing,BioWare,Electronic Arts,0,2061,2889,750000,14.99,40.34,58.07,87.14,56.42
Dragon's Prophet,2013-10-08,RPG,5.1,Mediocre,Runewaker,Infernum Productions AG,0,152,183,350000,0.0,40.0,0.0,0.0,40.0
Drake,2004-03-08,Action,2.9,Painful,Konsordo,Konsordo,0,116,217,150000,3.99,0.0,1.07,0.0,1.07
Drakensang: The Dark Eye,2009-02-23,RPG,7.6,Good,Radon Labs,DTP Entertainment,0,0,0,150000,6.99,31.73,49.96,60.45,50.09
Drawn: Dark Flight,2010-09-01,Adventure,7.5,Good,Big Fish Studios,"Big Fish Games, Inc.",0,0,0,10000,6.99,2.55,0.0,3.84,2.88
Dream Pinball 3D,2008-05-02,Pinball,5.1,Mediocre,ASK Homework,Topware Interactive ACE,0,273,284,350000,4.99,0.87,1.07,1.83,1.18
Dreamfall: The Longest Journey,2006-04-17,Adventure,7.4,Good,Funcom,Funcom,0,20,20,150000,13.99,12.32,13.37,14.89,13.17
Dreamfall Chapters,2014-11-12,Adventure,6.5,Okay,Red Thread Games,Red Thread Games,0,335,335,350000,18.99,22.0,24.83,35.97,24.93
Ducati World Championship,2007-09-25,Racing,3.0,Awful,Artematica Entertainment,Strategy First,0,0,0,35000,3.99,9.0,11.17,13.33,11.17
DuckTales Remastered,2013-08-12,Platformer,7.0,Good,WayForward,Capcom,0,240,313,350000,11.99,3.68,5.14,10.88,4.53
Duke Nukem Forever,2011-06-14,Shooter,5.5,Mediocre,Gearbox Software,2K,18,434,472,1500000,14.99,9.17,12.33,21.73,10.61
Dungeon Defenders,2011-11-01,Strategy,8.5,Great,Trendy Entertainment,Trendy Entertainment,0,1993,1205,1500000,9.99,14.73,62.55,459.29,48.66
Dungeon of the Endless,2014-11-13,"Adventure,RPG",8.1,Great,AMPLITUDE Studios,SEGA,0,648,295,750000,8.99,7.95,25.03,110.44,18.76
Dungeon Siege: Legends of Aranna,2003-11-19,"Action,RPG",7.0,Good,Gas Powered Games,Square Enix,0,228,347,350000,4.99,8.24,15.19,21.05,15.46
Dungeon Siege II,2005-08-15,RPG,8.5,Great,Gas Powered Games,Square Enix,0,754,1502,750000,4.99,27.9,41.19,59.49,37.51
Dungeon Siege III,2011-06-21,RPG,6.5,Okay,Gas Powered Games,Square Enix,0,754,1502,750000,4.99,14.75,17.91,26.49,17.94
Dungeons,2011-02-25,Strategy,6.5,Okay,Realmforge Studios,Kalypso Media Digital,0,112,112,350000,6.99,18.06,20.5,27.0,19.93
Dungeons & Dragons: Dragonshard,2005-09-22,Strategy,8.4,Great,Iron Galaxy Studios,Capcom,0,0,0,150000,11.99,15.57,16.51,0.0,16.14
Dungeons 2,2015-04-21,Strategy,5.2,Mediocre,Realmforge Studios,Kalypso Media Digital,0,282,296,1500000,14.99,15.5,21.05,28.5,19.49
Dungeons of Dredmor,2011-07-28,RPG,8.5,Great,"Gaslamp Games, Inc.","Gaslamp Games, Inc.",0,800,1302,750000,3.49,18.49,36.79,81.47,30.56
Dying Light,2015-01-27,Action,8.5,Great,Techland,Techland Publishing,18,2033,1299,3500000,24.99,18.09,36.08,63.75,31.22
Earth 2160,2005-11-15,Strategy,7.9,Good,Reality Pump Studios,Topware Interactive;ACE,0,405,414,1500000,3.99,22.71,0.0,31.02,26.87
East India Company,2009-07-30,Strategy,7.7,Good,Nitro Games,Nitro Games,0,0,0,75000,7.99,0.0,0.0,34.78,34.78
Edna & Harvey: Harvey's New Eyes,2012-10-26,Adventure,6.0,Okay,Daedalic Entertainment,Daedalic Entertainment,0,170,268,350000,15.99,7.5,8.53,9.68,8.28
El Matador,2006-10-23,Action,5.3,Mediocre,Plastic Reality Technologies,1C Entertainment,0,0,0,35000,2.79,3.84,4.08,9.1,4.2
Elite: Dangerous,2014-12-19,Action,7.4,Good,Frontier Developments,Frontier Developments,0,4545,2579,1500000,19.99,117.15,250.16,676.78,269.61
Elite Warriors: Vietnam,2005-04-26,Shooter,5.0,Mediocre,N-Fusion Interactive,Retroism,0,0,0,10000,6.99,5.21,0.0,0.0,5.21
Elven Legacy,2009-04-15,Strategy,7.7,Good,1C:InoCo,1C Entertainment,0,27,27,75000,3.99,8.52,10.97,40.75,12.15
Empire: Total War,2009-02-27,Strategy,9.5,Amazing,Clecota Games,Clecota Games,0,0,0,10000,3.99,22.39,80.2,99.44,51.52
Enclave,2003-04-08,"Action,Adventure",7.3,Good,Starbreeze,Topware Interactive,0,213,227,1500000,3.99,8.22,12.26,15.67,10.65
Endless Legend,2014-09-23,Strategy,8.3,Great,AMPLITUDE Studios,SEGA,0,1045,727,1500000,22.99,15.88,34.45,96.42,25.32
Endless Space,2012-07-06,Strategy,8.0,Great,AMPLITUDE Studios,SEGA,0,1102,352,1500000,0.0,16.07,40.98,110.6,27.97
Enemy Front,2014-06-17,Shooter,4.7,Bad,CI Games,CI Games,0,116,122,350000,15.99,5.71,7.54,10.45,6.41
Enter the Gungeon,2016-04-05,Shooter,8.5,Great,Dodge Roll,Devolver Digital,0,1625,1060,1500000,10.99,22.6,62.2,160.92,68.89
Escape Dead Island,2014-11-18,Action,6.8,Okay,Fatshark,Deep Silver,16,0,0,75000,10.99,6.32,8.82,17.0,8.34
Escape from Paradise City,2007-11-01,Strategy,6.0,Okay,Gogiii,iWin,0,0,0,10000,6.99,0.0,17.0,0.0,17.0
Escape Goat,2012-06-25,Platformer,8.0,Great,MagicalTimeBean,MagicalTimeBean,0,0,0,35000,3.99,2.6,3.3,4.2,3.04
Ether One,2014-04-18,Adventure,7.9,Good,White Paper Games,White Paper Games,0,0,0,75000,14.99,5.59,10.09,11.1,9.56
Etherlords II,2003-09-30,Strategy,8.0,Great,Nival,Nival,0,0,0,150000,3.99,16.18,37.9,45.35,35.7
Europa Universalis: Rome,2008-04-14,Strategy,8.7,Great,Paradox Development Studio,Paradox Interactive,0,4975,4975,75000,7.99,18.33,0.0,0.0,18.33
Europa Universalis III,2007-01-24,Strategy,8.5,Great,Paradox Development Studio,Paradox Interactive,0,8138,4572,1500000,34.99,62.6,252.08,658.76,170.34
Europa Universalis IV,2013-08-15,Strategy,8.9,Great,Paradox Development Studio,Paradox Interactive,0,8138,4572,1500000,34.99,95.71,349.88,1581.13,367.22
EVE Online,2003-06-23,RPG,8.0,Great,CCP,CCP,0,5123,230,1500000,0.0,1553.13,3177.16,6499.35,2486.24
EverQuest: Omens of War,2004-10-13,RPG,9.0,Amazing,Daybreak Game Company,Daybreak Game Company,0,20,20,750000,0.0,300.0,0.0,0.0,300.0
EverQuest II,2004-11-29,RPG,8.5,Great,Daybreak Game Company,Daybreak Game Company,0,548,604,750000,0.0,0.0,1655.9,0.0,1655.9
Evil Genius,2004-09-28,Strategy,7.8,Good,Elixir Studios,Rebellion,0,287,318,350000,6.99,26.81,29.97,43.98,31.41
Evolve,2015-02-12,Shooter,9.0,Amazing,Rusty Bolt,Rusty Bolt,0,0,0,10000,6.99,4.5,8.31,61.52,10.38
Exodus from the Earth,2008-10-27,Shooter,6.2,Okay,Parallax Arts Studio,Strategy First,0,0,0,10000,10.99,8.82,0.0,9.57,9.15
Expand,2015-10-02,Puzzle,8.0,Great,Chris Johnson;Chris Larkin,Chris Johnson;Chris Larkin,0,0,0,75000,4.79,2.1,2.04,2.1,2.09
F.E.A.R.,2005-10-12,Shooter,9.2,Amazing,"Monolith Productions, Inc.;Timegate",Warner Bros. Interactive Entertainment,18,389,498,1500000,35.96,8.17,10.11,12.2,8.94
F.E.A.R. 2: Project Origin,2009-02-10,Shooter,8.3,Great,Monolith,Warner Bros. Interactive Entertainment,0,301,367,1500000,9.99,7.12,8.7,10.73,7.75
F.E.A.R. 3,2011-06-21,Shooter,8.0,Great,Day 1 Studios,Warner Bros. Interactive Entertainment,18,310,298,1500000,12.99,5.8,7.83,17.19,6.54
F1 2012,2012-09-17,Racing,9.0,Amazing,Codemasters Birmingham,Codemasters,0,1623,2887,350000,14.99,39.4,52.38,81.22,45.27
F1 2013,2013-10-04,Racing,8.0,Great,Codemasters Birmingham,Codemasters,0,3,3,150000,9.99,28.8,42.26,64.01,33.58
F1 2015,2015-07-17,Racing,4.8,Bad,Codemasters;Feral Interactive (Linux),Codemasters;Feral Interactive (Linux),0,305,372,3500000,29.99,14.08,25.59,47.24,19.45
F1 2016,2016-08-24,Racing,8.8,Great,Codemasters;Feral Interactive (Mac),Codemasters;Feral Interactive (Mac),0,1397,1777,350000,39.99,20.4,40.86,73.75,30.37
Fable: The Lost Chapters,2005-09-16,"Action,RPG",8.7,Great,Lionhead Studios,Microsoft Studios,0,494,555,750000,6.99,15.04,20.32,37.96,20.98
Faces of War,2006-10-06,Strategy,7.0,Good,Best Way,1C Entertainment,0,0,0,35000,3.99,29.9,30.48,31.4,30.73
Faery: Legends Of Avalon,2011-05-16,RPG,7.0,Good,Spiders Studio,Focus Home Interactive,0,1,1,75000,6.99,5.77,7.98,9.57,8.81
Fahrenheit: Indigo Prophecy Remastered,2015-02-12,Adventure,6.2,Okay,Aspyr;Quantic Dream (original release),Aspyr,0,34,34,350000,6.99,8.13,9.11,9.96,8.69
Fallen Enchantress,2012-11-16,Strategy,7.9,Good,Stardock Entertainment,Stardock Entertainment,0,1610,2874,350000,19.49,19.9,58.73,0.0,23.15
Fallout: New Vegas,2010-10-19,RPG,9.0,Amazing,Obsidian Entertainment,Bethesda Softworks,18,2485,1431,3500000,7.99,26.93,60.08,131.45,57.55
Fallout 3,2008-10-27,"Action,RPG",9.6,Amazing,Bethesda Game Studios,Bethesda Softworks,0,588,617,750000,7.99,22.21,52.26,113.89,46.61
Fallout 3 (Collector's Edition),2008-10-28,"Action,RPG",9.6,Amazing,Bethesda Game Studios,Bethesda Softworks,0,588,617,750000,7.99,22.21,52.26,113.89,46.61
Fallout 4,2015-11-09,RPG,9.5,Amazing,Bethesda Game Studios,Bethesda Softworks,18,4822,2904,7500000,19.99,27.6,83.15,160.05,80.45
Fantasy Wars,2007-12-10,Strategy,7.8,Good,Ino-Co,1C Entertainment,0,0,0,75000,3.99,20.76,24.86,62.5,30.57
Far Cry,2004-03-19,Shooter,9.2,Amazing,Crytek Studios,Ubisoft,0,126,229,750000,8.59,12.84,16.14,19.3,14.33
Far Cry 2,2008-10-21,Shooter,8.9,Great,Ubisoft Montreal,Ubisoft,0,257,229,1500000,8.59,17.05,25.97,41.03,23.0
Far Cry 3,2012-11-21,Shooter,9.0,Amazing,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,0,836,794,3500000,16.99,15.86,25.52,36.55,24.17
Far Cry 4,2014-11-14,Shooter,8.5,Great,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,0,1062,977,1500000,25.99,17.84,31.26,46.85,30.75
Farming Simulator 2013,2012-11-07,Simulation,7.1,Good,Giants Software,Giants Software,0,0,0,75000,7.19,11.77,47.17,185.87,93.01
